q_a,label
haha i don't really hear much about him anymore. but i respect him as an artist. a person he may have been a little off his rocker but as an artist. mass respect :],0
silly usually. not serious but lately i have been,0
nah not really,0
yes. i like to think so.,0
nope. what'd ya mean still shy .,0
very much so when it comes to things i believe in or think i should stand up for..,0
studying to be a nurse. working to save the world with kindness <3,0
your good. haha,0
yes i believe so. i try to be kind to everyone and make the world a little bit better somehow :],0
definantly. i just haven't found anyone like me.,0
most of the time :],0
most of the time. sometimes i wish i could be more for others but at the time my hands are tied with money and trying to get ahead.,0
no. i tend to feel a self-importance but it's certianly not fake. i don't believe so :],0
nope. i don't eat much meat actually but i don't think i need to label myself to eat what i want when i want it. lol. i lovee me some veggies <3,0
yes.,0
not currently. :/,0
they used to be and i like them to be that way but any more with timothy in my life they arent,0
weird. not sweet but not really bad. just weird...like putting potatoes in the refriderator or thinkin the world is ending and im dancing in weird clothes or jumping around yelling in public. hahaha so weird. i know.,0
nope.,0
folded,0
folded.,0
it really depends on my mood and the type of people im around. im very good at starting conversations but if im around someone else thats doing a lot of talking i may just be a bit backwards cause i don't like to steal the light :),0
i collected beanie babies when i was younger :) loved them had cases for them and everything ! !,0
well today it was formspring but usually facebook,0
thnks :],0
nope.,0
haha thanks lady. are worst habit: giving everyone the benefit of the doubt.,0
lovee them ! i wanna taste a beetle then.,0
no. being atheist is someone who denies the existence of god. period. and you asked my opinion so please don't argue my opinion about something i don't personally care about anyways. if you want to be athiest then be it. if you don't then don't. i don't care. are its your life.,0
spanish,0
america is where i want to spend the rest of my life. but i wouldnt mind living in the phillipines for a while backpack in the european countries for a year or so and then travel around to the southern america countries like peru and aruba to see mayan ruins and jungleness :d i have plenty of place i want to see. egypt. bangkok. paris.,0
idk i think it swings both ways pretty strongly. the human race is never satisfied and i believe that both sexes have the tendencey to cheat. at all ages and for all reasons.,0
i weaare youndies dude. hahaha,0
dark. i am a vampire. i am a vampire.,0
whats up doc .,0
camping ! ! :],0
nope,0
yes. if square aliens came to see us. hahaha or if the tractors would get more creative..one of the two ! :),0
encore ! encore ! suree hahaha,0
nopee mr anonymouser.,0
sometimes if your daydreaming but then your daydreaming so its not nothing..haha,0
yes i just cant spell it. lol are orangatang . hahahahha,0
yes. standing over the border line. ive been in ohio and indiana at the same time :),0
can you see the moon at night . sometimes :) hahha,0
yes but i dont like to. i have this crazy fear of thinking if i just do it one more time my eyes will be stuck like that and i should lf just been satisfied with knowing i did it the last time. hahaha im a weirdo. but ya never know' ya know . ! !,0
yes i just did one the other day. haha,0
yup sure can :),0
i love to draw. i took 3 years of studio art in hs and you had to turn in a portfolio to get in the class.. ;),0
no. i suck.,0
in my head :],0
yes ! haha neat trait of mine.. i can plug my nose with my lips :],0
thomas gibson. he's an actor.,0
shore i'd be happy too ! ! ! ! :),0
i have before. but its been a while. i can do anything :),0
yes. and do the fourleaf clover thing :),0
nahh,0
i am the master at skiping rocks !,0
i can sleep in anything when im really tired lol,0
yes. my sister. all the time,0
usually i can.,0
yeah if i tried.,0
cheesecake. hmm yes cheesecake. raspberry swirl cheesecake ;),0
cheetos ! ! ! soo cheesey :),0
vanilla.,0
christina always.,0
not bad haha,0
well that wasn't fair because i was eating while reading this question so when i closed my eyes... i just thought about how awesome this sandwiche is tasting hahahaha yum. :),0
comedy,0
carrie underwood concert. it was awesome :],0
yes. haha,0
yes if i was starving. theyre filled with lots of juicy vitamins.,0
possibly,0
most definantly. im in gym shorts and a tank. no makeup and ready to run :] hahaha but unfortunately formspring is keeping me inside ! hahahaha,0
.,0
how to survive in this crazy khaos of a world i live in.,0
money. like always,0
thank you lady :],0
well its real meaning is a female dog. :) ahhahar but i would define it as:r an inconsiderate person that doesn't care what people think nor if or how they hurt another persons feelings. someone who is usually insecure of themselves and have to put other people down to make themselves feel better about ones self. hahaha,0
i have him. my timmy :]r he's super in everyway possible. sweet and sensitive enough to understand but hard and can stand his ground when it comes down to it. a little over protective but only enough to show that he truly cares. he brings flowers home for me being his girlfriend day ! :] if i want anything he'd get it but knows i have everything i want. compassionate and caring and loves everything that i do. he enjoys all the same foods as i do and is open to exploring new boundaries he's never expierenced. ohh and he let's me be crazy about things that im so passionate about that most guys would laugh at and make fun of. recycling planting flowers and smiling at people just because i want to make their day ! :] he's perfect for me. he understands me in every aspect a man could. hes sweet enough to damper my attitude and sarcasm at times but bullheaded enough to not always give in to me. lets me whine if i want attention and holds me more than i could ever want to be held. i love him. and for me he is my perfet guy ! <3r ohh and he's a super sexxy stud :] of course.,0
hmm..real . i guess it was in 8th grade. my first date movie date with another guy and two other couples. haha if that's what you call 8th graders dating. anyway we all went to see a movie..i dont remember what the movie was but it was all awkwardness and trying to be older than we were. i remember keeping my hand still for the entire movie while he held it and my hand was numb tingling and was trying to go to sleep the entire time. it was rediculous thinking about it now..hahahha,0
sunshine. lots of food and hanging with my boyfriend and family :]r awesomeness.,0
(right now) hungry sick tired.r [always] happy selfless trusting.,0
i'm a blunt and funny dancing alien that doesn't care what anyone thinks and loves to have fun. ;],0
he has actually. and i thought if we were ggoing to keep conversating you would reveal your anonymousness. you know you asked buncha ppl about their feet..lol,0
he says he did :] haha,0
robin in batman. i thought robin was the best and thought he should be the star ! ! hahah and my favorite power was.. . hmm..well i guess spidermans powers. he is sick. haha,0
nopee. its been a while actually lol,0
yeshh :),0
no school for me,0
sometimes,0
church camp once. it was fun but we got kicked out.,0
yes.,0
not really,0
yes of course !,0
yes. and yes. hahah ive been answering questions forever and still have like 450 questions. i feel like im never going to get through them all. im trying though ! ! sorry i hadn't gotten on here for a couple weeks. big mistake. i have like two other spammers that killed my inbox so im still trying to catch up. :],0
yes i did :),0
most definantly. <3,0
not today. i havent even been out of the house.haha,0
no i didn't actually,0
haha. does that really work on people . i am gullible at times but really .,0
not at all,0
yes ma'am :] thank you lady.,0
yes.,0
nope.,0
nope. but i wink at timmy sometimes :],0
i had to listen to my parents. not listening wasn't an option but once i got older and moved out now i take their advice with a grain of salt and do what i want :),0
my best friend is married to a guy that has a little 2 year old girl,0
yes,0
yes they do,0
hm perhaps .,0
well rapists i think deserve what they do..its a touchy subject,0
yes. they love to buzz.,0
first.,0
idk .,0
sometimes when theyre trying to be gangsta or ignorant,0
yes. and its a little creepy,0
yes i believe so,0
i have no idea . hahaha,0
do you have a name .,0
no but not because i don't like them i just think their overated. i have a pair of shoestringless nike that i rock :) their sweet cause they lok like gym shoes but their slip on and offs ! lovee em.,0
i can play a little guitar and learning the violin,0
haha my brother does ! i think its funny,0
usually,0
i never wear a watch. i dont like time.,0
not yet ;] sure hope so here soon ! ! :d,0
nope,0
no.,0
yes for most,0
yes i do.,0
yes i think so,0
no. only because if it were up to fate then noone truly has any choices in life. and well i don't like to be told what to do. i like making my own mind up ! :],0
karma yes. destiny no.,0
i like to think so. :/,0
i guess. so,0
no.,0
perhaps not a reason but a purpose yes. :],0
no,0
yes.,0
nope not really do you .,0
not really,0
not too often.,0
no.. hate that.,0
i dont think so,0
make my own path. always. i like the untaken path.,0
not really but i do like animals. just not to make love to them. ha,0
yes =d,0
used to don't anymore..,0
keep it inside. almost always,0
keep it inside. always,0
sometimes i do. its usually when i stub my toe or are talking really passionately about something when im mad or irrated. i think its really more a way to make yourself look unintelligent. most people that do often or like in every sentence just don't have anything better to say..haha just my opinion.,0
nope,0
not in the shower but i do in the stand up tanning beds hahahha,0
yes and its never things i can remember. i just daze off lol,0
nahh,0
yes.,0
have to,0
sometimes.,0
lots :) show your face.,0
most of the time,0
yes.,0
i try to,0
not really,0
yes i have actually.,0
no but i should more often im sure,0
yes but i dont much anymore..... things for others is most fun !,0
any time i think about doin that i forget im counting and then by the time i get to the end im like dang it ! ! haha,0
i do bird watch actually,0
nope,0
n e v e r.,0
yes. and im sure there are tons that soo could.,0
yes,0
yes. all the time :),0
not at all ! ! ! i smile too much,0
not really only for conversation.,0
used to with my ma. general hospital is the shiz :],0
no i should but i do yoga a bit so twice a week .,0
sometimes. i did that a lot when i was sick this past wk,0
fear. only because of the corruptness of it all.,0
i dont think so :/,0
nop.e,0
yes,0
not really . i like meeting new people,0
yes. very sometimes.,0
no. usually question it. cause most people that say sorry are only saying it. its a word. it mearly has no meaning and therefore to me seizes existence.,0
opposite.,0
not really being that i am one as well.,0
yeeah,0
yes.,0
nope. show your face . why dont you .,0
very much so !,0
i love cameras. show your face yo,0
if i care about the person lying to me..,0
nope,0
not at all :) look away haha,0
not too easy.,0
no. im with my first and am gladly in love with him-r hard to get is always better ! :),0
wayy tooo easilyyy !,0
depends on the question really but both :),0
first.,0
not currently. used to..,0
idk,0
home alone yes.,0
nahh hates a strong word.,0
no. haha show your face.,0
nope,0
no,0
i think everyone does,0
hmm i love the beatles :],0
he's not really one of my favorites. but i likes mask.,0
